book,chapter,verse,flags,priority
1TI,6,6,TRANSLATION,normal
1TI,6,13,TRANSLATION,normal
1TI,6,16,TRANSLATION,normal
1TI,6,21,TRANSLATION,normal
2TI,1,3,TRANSLATION,normal
2TI,1,4,TRANSLATION,normal
2TI,1,5,TRANSLATION,normal
2TI,1,16,TRANSLATION,normal
2TI,2,1,TRANSLATION,normal
2TI,2,11,TRANSLATION,normal
2TI,2,14,TRANSLATION,normal
2TI,2,17,TRANSLATION,normal
2TI,2,19,TRANSLATION,normal
2TI,2,22,TRANSLATION,normal
2TI,3,4,TRANSLATION,normal
2TI,3,6,TRANSLATION,normal
2TI,3,7,TRANSLATION,normal
2TI,3,10,TRANSLATION,normal
2TI,3,14,TRANSLATION,normal
2TI,3,15,TRANSLATION,normal
2TI,3,16,TRANSLATION,normal
2TI,4,2,TRANSLATION,normal
2TI,4,8,TRANSLATION,normal
2TI,4,12,TRANSLATION,normal
2TI,4,16,TRANSLATION,normal
2TI,4,18,TRANSLATION,normal
2TI,4,19,TRANSLATION,normal
2TI,4,20,TRANSLATION,normal
2TI,4,21,TRANSLATION,normal
2TI,4,22,TRANSLATION,normal
TIT,1,1,TRANSLATION,normal
TIT,1,4,TRANSLATION,normal
TIT,1,9,TRANSLATION,normal
TIT,2,2,TRANSLATION,normal
TIT,2,3,TRANSLATION,normal
TIT,2,7,TRANSLATION,normal
TIT,2,10,TRANSLATION,normal
TIT,2,13,TRANSLATION,normal
TIT,2,15,TRANSLATION,normal
TIT,3,1,TRANSLATION,normal
TIT,3,2,TRANSLATION,normal
TIT,3,3,TRANSLATION,normal
TIT,3,4,TRANSLATION,normal
TIT,3,6,TRANSLATION,normal
TIT,3,10,TRANSLATION,normal
TIT,3,12,TRANSLATION,normal
TIT,3,13,TRANSLATION,normal
TIT,3,14,TRANSLATION,normal
TIT,3,15,TRANSLATION,normal
PHM,1,1,TRANSLATION,normal
PHM,1,2,TRANSLATION,normal
PHM,1,4,TRANSLATION,normal
PHM,1,5,TRANSLATION,normal
PHM,1,6,TRANSLATION,normal
PHM,1,8,TRANSLATION,normal
PHM,1,9,TRANSLATION,normal
PHM,1,11,TRANSLATION,normal
PHM,1,12,TRANSLATION,normal
PHM,1,13,TRANSLATION,normal
PHM,1,14,TRANSLATION,normal
PHM,1,15,TRANSLATION,normal
PHM,1,19,TRANSLATION,normal
PHM,1,20,TRANSLATION,normal
PHM,1,22,TRANSLATION,normal
PHM,1,25,TRANSLATION,normal
HEB,1,2,TRANSLATION,normal
HEB,1,3,TRANSLATION,normal
HEB,1,5,TRANSLATION,normal
HEB,1,6,TRANSLATION,normal
HEB,1,7,TRANSLATION,normal
HEB,1,8,TRANSLATION,normal
HEB,1,9,TRANSLATION,normal
HEB,1,12,TRANSLATION,normal
HEB,1,14,TRANSLATION,normal
HEB,2,2,TRANSLATION,normal
HEB,2,3,TRANSLATION,normal
HEB,2,5,TRANSLATION,normal
HEB,2,8,TRANSLATION,normal
HEB,2,9,TRANSLATION,normal
HEB,2,10,TRANSLATION,normal
HEB,2,12,TRANSLATION,normal
HEB,2,13,TRANSLATION,normal
HEB,2,15,TRANSLATION,normal
HEB,2,16,TRANSLATION,normal
HEB,2,17,TRANSLATION,normal
HEB,3,3,TRANSLATION,normal
HEB,3,6,TRANSLATION,normal
HEB,3,8,TRANSLATION,normal
HEB,3,11,TRANSLATION,normal
HEB,3,14,TRANSLATION,normal
HEB,3,16,TRANSLATION,normal
HEB,3,17,TRANSLATION,normal
HEB,3,18,TRANSLATION,normal
HEB,4,1,TRANSLATION,normal
HEB,4,3,TRANSLATION,normal
HEB,4,4,TRANSLATION,normal
HEB,4,5,TRANSLATION,normal
HEB,4,7,TRANSLATION,normal
HEB,4,8,TRANSLATION,normal
HEB,4,11,TRANSLATION,normal
HEB,4,13,TRANSLATION,normal
HEB,4,15,TRANSLATION,normal
HEB,5,5,TRANSLATION,normal
HEB,5,12,TRANSLATION,normal
HEB,5,14,TRANSLATION,normal
HEB,6,1,TRANSLATION,normal
HEB,6,2,TRANSLATION,normal
HEB,6,4,TRANSLATION,normal
HEB,6,5,TRANSLATION,normal
HEB,6,6,TRANSLATION,normal
HEB,6,7,TRANSLATION,normal
HEB,6,9,TRANSLATION,normal
HEB,6,10,TRANSLATION,normal
HEB,6,11,TRANSLATION,normal
HEB,6,12,TRANSLATION,normal
HEB,6,13,TRANSLATION,normal
HEB,6,15,TRANSLATION,normal
HEB,6,16,TRANSLATION,normal
HEB,6,18,TRANSLATION,normal
HEB,6,20,TRANSLATION,normal
HEB,7,1,TRANSLATION,normal
HEB,7,2,TRANSLATION,normal
HEB,7,4,TRANSLATION,normal
HEB,7,9,TRANSLATION,normal
HEB,7,10,TRANSLATION,normal
HEB,7,12,TRANSLATION,normal
HEB,7,13,TRANSLATION,normal
HEB,7,14,TRANSLATION,normal
HEB,7,19,TRANSLATION,normal
HEB,7,20,TRANSLATION,normal
HEB,7,21,TRANSLATION,normal
HEB,7,23,TRANSLATION,normal
HEB,7,28,TRANSLATION,normal
HEB,8,1,TRANSLATION,normal
HEB,8,3,TRANSLATION,normal
HEB,8,4,TRANSLATION,normal
HEB,8,11,TRANSLATION,normal
HEB,9,1,TRANSLATION,normal
HEB,9,2,TRANSLATION,normal
HEB,9,3,TRANSLATION,normal
HEB,9,6,TRANSLATION,normal
HEB,9,8,TRANSLATION,normal
HEB,9,10,TRANSLATION,normal
HEB,9,13,TRANSLATION,normal
HEB,9,16,TRANSLATION,normal
HEB,9,19,TRANSLATION,normal
HEB,9,24,TRANSLATION,normal
HEB,10,1,TRANSLATION,normal
HEB,10,2,TRANSLATION,normal
HEB,10,5,TRANSLATION,normal
HEB,10,6,TRANSLATION,normal
HEB,10,7,TRANSLATION,normal
HEB,10,8,TRANSLATION,normal
HEB,10,9,TRANSLATION,normal
HEB,10,12,TRANSLATION,normal
HEB,10,14,TRANSLATION,normal
HEB,10,15,TRANSLATION,normal
HEB,10,22,TRANSLATION,normal
HEB,10,24,TRANSLATION,normal
HEB,10,27,TRANSLATION,normal
HEB,10,28,TRANSLATION,normal
HEB,10,34,TRANSLATION,normal
HEB,10,35,TRANSLATION,normal
HEB,10,38,TRANSLATION,normal
HEB,11,2,TRANSLATION,normal
HEB,11,3,TRANSLATION,normal
HEB,11,10,TRANSLATION,normal
HEB,11,13,TRANSLATION,normal
HEB,11,17,TRANSLATION,normal
HEB,11,19,TRANSLATION,normal
HEB,11,23,TRANSLATION,normal
HEB,11,25,TRANSLATION,normal
HEB,11,26,TRANSLATION,normal
HEB,11,28,TRANSLATION,normal
HEB,11,33,TRANSLATION,normal
HEB,11,35,TRANSLATION,normal
HEB,11,36,TRANSLATION,normal
HEB,11,38,TRANSLATION,normal
HEB,11,39,TRANSLATION,normal
HEB,11,40,TRANSLATION,normal
HEB,12,1,TRANSLATION,normal
HEB,12,2,TRANSLATION,normal
HEB,12,4,TRANSLATION,normal
HEB,12,5,TRANSLATION,normal
HEB,12,6,TRANSLATION,normal
HEB,12,8,TRANSLATION,normal
HEB,12,10,TRANSLATION,normal
HEB,12,12,TRANSLATION,normal
HEB,12,13,TRANSLATION,normal
HEB,12,15,TRANSLATION,normal
HEB,12,17,TRANSLATION,normal
HEB,12,18,TRANSLATION,normal
HEB,12,19,TRANSLATION,normal
HEB,12,20,TRANSLATION,normal
HEB,12,22,TRANSLATION,normal
HEB,12,23,TRANSLATION,normal
HEB,12,24,TRANSLATION,normal
HEB,12,25,TRANSLATION,normal
HEB,12,27,TRANSLATION,normal
HEB,12,28,TRANSLATION,normal
HEB,13,2,TRANSLATION,normal
HEB,13,4,TRANSLATION,normal
HEB,13,7,TRANSLATION,normal
HEB,13,8,TRANSLATION,normal
HEB,13,9,TRANSLATION,normal
HEB,13,13,TRANSLATION,normal
HEB,13,20,TRANSLATION,normal
HEB,13,21,TRANSLATION,normal
HEB,13,25,TRANSLATION,normal
JAS,1,2,TRANSLATION,normal
JAS,1,4,TRANSLATION,normal
JAS,1,9,TRANSLATION,normal
JAS,1,10,TRANSLATION,normal
JAS,1,11,TRANSLATION,normal
JAS,1,18,TRANSLATION,normal
JAS,1,20,TRANSLATION,normal
JAS,1,22,TRANSLATION,normal
JAS,1,24,TRANSLATION,normal
JAS,2,1,TRANSLATION,normal
JAS,2,3,TRANSLATION,normal
JAS,2,5,TRANSLATION,normal
JAS,2,8,TRANSLATION,normal
JAS,2,9,TRANSLATION,normal
JAS,2,11,TRANSLATION,normal
JAS,2,19,TRANSLATION,normal
JAS,2,20,TRANSLATION,normal
JAS,2,24,TRANSLATION,normal
JAS,3,2,TRANSLATION,normal
JAS,3,6,TRANSLATION,normal
JAS,3,10,TRANSLATION,normal
JAS,3,13,TRANSLATION,normal
JAS,4,5,TRANSLATION,normal
JAS,4,8,TRANSLATION,normal
JAS,4,9,TRANSLATION,normal
JAS,4,13,TRANSLATION,normal
JAS,4,14,TRANSLATION,normal
JAS,4,15,TRANSLATION,normal
JAS,5,1,TRANSLATION,normal
JAS,5,4,TRANSLATION,normal
JAS,5,19,TRANSLATION,normal
JAS,5,20,TRANSLATION,normal
1PE,1,5,TRANSLATION,normal
1PE,1,6,TRANSLATION,normal
1PE,1,9,TRANSLATION,normal
1PE,1,11,TRANSLATION,normal
1PE,1,12,TRANSLATION,normal
1PE,1,17,TRANSLATION,normal
1PE,1,19,TRANSLATION,normal
1PE,1,21,TRANSLATION,normal
1PE,1,22,TRANSLATION,normal
1PE,1,23,TRANSLATION,normal
1PE,1,24,TRANSLATION,normal
1PE,2,2,TRANSLATION,normal
1PE,2,8,TRANSLATION,normal
1PE,2,9,TRANSLATION,normal
1PE,2,12,TRANSLATION,normal
1PE,2,13,TRANSLATION,normal
1PE,2,15,TRANSLATION,normal
1PE,2,17,TRANSLATION,normal
1PE,3,2,TRANSLATION,normal
1PE,3,3,TRANSLATION,normal
1PE,3,4,TRANSLATION,normal
1PE,3,5,TRANSLATION,normal
1PE,3,6,TRANSLATION,normal
1PE,3,16,TRANSLATION,normal
1PE,3,18,TRANSLATION,normal
1PE,3,20,TRANSLATION,normal
1PE,3,21,TRANSLATION,normal
1PE,3,22,TRANSLATION,normal
1PE,4,4,TRANSLATION,normal
1PE,4,6,TRANSLATION,normal
1PE,4,11,TRANSLATION,normal
1PE,4,12,TRANSLATION,normal
1PE,4,13,TRANSLATION,normal
1PE,4,16,TRANSLATION,normal
1PE,4,18,TRANSLATION,normal
1PE,4,19,TRANSLATION,normal
1PE,5,3,TRANSLATION,normal
1PE,5,5,TRANSLATION,normal
1PE,5,6,TRANSLATION,normal
1PE,5,12,TRANSLATION,normal
1PE,5,13,TRANSLATION,normal
2PE,1,1,TRANSLATION,normal
2PE,1,2,TRANSLATION,normal
2PE,1,3,TRANSLATION,normal
2PE,1,4,TRANSLATION,normal
2PE,1,5,TRANSLATION,normal
2PE,1,7,TRANSLATION,normal
2PE,1,9,TRANSLATION,normal
2PE,1,11,TRANSLATION,normal
2PE,1,16,TRANSLATION,normal
2PE,1,17,TRANSLATION,normal
2PE,2,4,TRANSLATION,normal
2PE,2,8,TRANSLATION,normal
2PE,2,11,TRANSLATION,normal
2PE,2,13,TRANSLATION,normal
2PE,2,16,TRANSLATION,normal
2PE,2,18,TRANSLATION,normal
2PE,2,19,TRANSLATION,normal
2PE,3,1,TRANSLATION,normal
2PE,3,2,TRANSLATION,normal
2PE,3,7,TRANSLATION,normal
2PE,3,11,TRANSLATION,normal
2PE,3,12,TRANSLATION,normal
2PE,3,14,TRANSLATION,normal
1JN,1,4,TRANSLATION,normal
1JN,1,5,TRANSLATION,normal
1JN,2,1,TRANSLATION,normal
1JN,2,6,TRANSLATION,normal
1JN,2,8,TRANSLATION,normal
1JN,2,12,TRANSLATION,normal
1JN,2,24,TRANSLATION,normal
1JN,3,8,TRANSLATION,normal
1JN,3,14,TRANSLATION,normal
1JN,3,19,TRANSLATION,normal
1JN,4,1,TRANSLATION,normal
1JN,4,4,TRANSLATION,normal
1JN,4,18,TRANSLATION,normal
1JN,5,3,TRANSLATION,normal
1JN,5,7,TRANSLATION,normal
1JN,5,8,TRANSLATION,normal
1JN,5,18,TRANSLATION,normal
2JN,1,2,TRANSLATION,normal
2JN,1,8,TRANSLATION,normal
2JN,1,11,TRANSLATION,normal
2JN,1,13,TRANSLATION,normal
3JN,1,5,TRANSLATION,normal
3JN,1,6,TRANSLATION,normal
3JN,1,10,TRANSLATION,normal
3JN,1,13,TRANSLATION,normal
3JN,1,14,TRANSLATION,normal
JUD,1,1,TRANSLATION,normal
JUD,1,3,TRANSLATION,normal
JUD,1,6,TRANSLATION,normal
JUD,1,8,TRANSLATION,normal
JUD,1,12,TRANSLATION,normal
JUD,1,13,TRANSLATION,normal
JUD,1,20,TRANSLATION,normal
JUD,1,22,TRANSLATION,normal
JUD,1,23,TRANSLATION,normal
JUD,1,25,TRANSLATION,normal
REV,1,6,TRANSLATION,normal
REV,1,7,TRANSLATION,normal
REV,1,8,TRANSLATION,normal
REV,1,11,TRANSLATION,normal
REV,1,12,TRANSLATION,normal
REV,1,16,TRANSLATION,normal
REV,1,18,TRANSLATION,normal
REV,1,19,TRANSLATION,normal
REV,2,1,TRANSLATION,normal
REV,2,9,TRANSLATION,normal
REV,2,10,TRANSLATION,normal
REV,2,15,TRANSLATION,normal
REV,2,19,TRANSLATION,normal
REV,2,23,TRANSLATION,normal
REV,2,25,TRANSLATION,normal
REV,2,26,TRANSLATION,normal
REV,3,1,TRANSLATION,normal
REV,3,2,TRANSLATION,normal
REV,3,4,TRANSLATION,normal
REV,3,5,TRANSLATION,normal
REV,3,8,TRANSLATION,normal
REV,3,14,TRANSLATION,normal
REV,3,15,TRANSLATION,normal
REV,4,3,TRANSLATION,normal
REV,4,9,TRANSLATION,normal
REV,5,4,TRANSLATION,normal
REV,5,5,TRANSLATION,normal
REV,5,7,TRANSLATION,normal
REV,5,10,TRANSLATION,normal
REV,5,11,TRANSLATION,normal
REV,5,14,TRANSLATION,normal
REV,6,5,TRANSLATION,normal
REV,6,10,TRANSLATION,normal
REV,6,16,TRANSLATION,normal
REV,7,9,TRANSLATION,normal
REV,7,10,TRANSLATION,normal
REV,7,11,TRANSLATION,normal
REV,7,13,TRANSLATION,normal
REV,7,14,TRANSLATION,normal
REV,7,15,TRANSLATION,normal
REV,9,2,TRANSLATION,normal
REV,9,9,TRANSLATION,normal
REV,9,10,TRANSLATION,normal
REV,9,11,TRANSLATION,normal
REV,10,2,TRANSLATION,normal
REV,10,4,TRANSLATION,normal
REV,11,1,TRANSLATION,normal
REV,11,2,TRANSLATION,normal
REV,11,3,TRANSLATION,normal
REV,11,4,TRANSLATION,normal
REV,11,6,TRANSLATION,normal
REV,11,15,TRANSLATION,normal
REV,11,17,TRANSLATION,normal
REV,12,1,TRANSLATION,normal
REV,12,11,TRANSLATION,normal
REV,12,12,TRANSLATION,normal
REV,12,13,TRANSLATION,normal
REV,13,6,TRANSLATION,normal
REV,13,7,TRANSLATION,normal
REV,13,12,TRANSLATION,normal
REV,13,15,TRANSLATION,normal
REV,14,5,TRANSLATION,normal
REV,14,9,TRANSLATION,normal
REV,14,12,TRANSLATION,normal
REV,15,5,TRANSLATION,normal
REV,15,6,TRANSLATION,normal
REV,15,7,TRANSLATION,normal
REV,16,6,TRANSLATION,normal
REV,16,7,TRANSLATION,normal
REV,16,8,TRANSLATION,normal
REV,16,10,TRANSLATION,normal
REV,16,12,TRANSLATION,normal
REV,16,15,TRANSLATION,normal
REV,17,6,TRANSLATION,normal
REV,17,8,TRANSLATION,normal
REV,17,9,TRANSLATION,normal
REV,17,13,TRANSLATION,normal
REV,17,15,TRANSLATION,normal
REV,17,16,TRANSLATION,normal
REV,17,18,TRANSLATION,normal
REV,18,1,TRANSLATION,normal
REV,18,3,TRANSLATION,normal
REV,18,6,TRANSLATION,normal
REV,18,8,TRANSLATION,normal
REV,18,9,TRANSLATION,normal
REV,18,13,TRANSLATION,normal
REV,18,15,TRANSLATION,normal
REV,18,18,TRANSLATION,normal
REV,18,20,TRANSLATION,normal
REV,19,3,TRANSLATION,normal
REV,19,6,TRANSLATION,normal
REV,19,10,TRANSLATION,normal
REV,19,17,TRANSLATION,normal
REV,20,7,TRANSLATION,normal
REV,20,13,TRANSLATION,normal
REV,21,6,TRANSLATION,normal
REV,21,10,TRANSLATION,normal
REV,21,14,TRANSLATION,normal
REV,21,17,TRANSLATION,normal
REV,21,18,TRANSLATION,normal
REV,21,19,TRANSLATION,normal
REV,21,20,TRANSLATION,normal
REV,21,22,TRANSLATION,normal
REV,21,27,TRANSLATION,normal
REV,22,1,TRANSLATION,normal
REV,22,7,TRANSLATION,normal
REV,22,9,TRANSLATION,normal
REV,22,12,TRANSLATION,normal
REV,22,15,TRANSLATION,normal
REV,22,20,TRANSLATION,normal
REV,22,21,TRANSLATION,normal
