book,chapter,verse,flags,priority
LUK,17,22,TRANSLATION,normal
LUK,17,25,TRANSLATION,normal
LUK,17,31,TRANSLATION,normal
LUK,17,35,TRANSLATION,normal
LUK,17,37,TRANSLATION,normal
LUK,18,2,TRANSLATION,normal
LUK,18,4,TRANSLATION,normal
LUK,18,5,TRANSLATION,normal
LUK,18,6,TRANSLATION,normal
LUK,18,7,TRANSLATION,normal
LUK,18,8,TRANSLATION,normal
LUK,18,12,TRANSLATION,normal
LUK,18,14,TRANSLATION,normal
LUK,18,25,TRANSLATION,normal
LUK,18,30,TRANSLATION,normal
LUK,18,31,TRANSLATION,normal
LUK,18,36,TRANSLATION,normal
LUK,18,41,TRANSLATION,normal
LUK,18,43,TRANSLATION,normal
LUK,19,8,TRANSLATION,normal
LUK,19,12,TRANSLATION,normal
LUK,19,15,TRANSLATION,normal
LUK,19,16,TRANSLATION,normal
LUK,19,19,TRANSLATION,normal
LUK,19,22,TRANSLATION,normal
LUK,19,23,TRANSLATION,normal
LUK,19,24,TRANSLATION,normal
LUK,19,25,TRANSLATION,normal
LUK,19,26,TRANSLATION,normal
LUK,19,27,TRANSLATION,normal
LUK,19,29,TRANSLATION,normal
LUK,19,34,TRANSLATION,normal
LUK,19,42,TRANSLATION,normal
LUK,19,44,TRANSLATION,normal
LUK,19,47,TRANSLATION,normal
LUK,19,48,TRANSLATION,normal
LUK,20,2,TRANSLATION,normal
LUK,20,3,TRANSLATION,normal
LUK,20,12,TRANSLATION,normal
LUK,20,14,TRANSLATION,normal
LUK,20,20,TRANSLATION,normal
LUK,20,24,TRANSLATION,normal
LUK,20,30,TRANSLATION,normal
LUK,20,33,TRANSLATION,normal
LUK,20,35,TRANSLATION,normal
LUK,20,37,TRANSLATION,normal
LUK,20,41,TRANSLATION,normal
LUK,20,42,TRANSLATION,normal
LUK,20,44,TRANSLATION,normal
LUK,21,2,TRANSLATION,normal
LUK,21,6,TRANSLATION,normal
LUK,21,10,TRANSLATION,normal
LUK,21,11,TRANSLATION,normal
LUK,21,14,TRANSLATION,normal
LUK,21,16,TRANSLATION,normal
LUK,21,21,TRANSLATION,normal
LUK,21,26,TRANSLATION,normal
LUK,21,34,TRANSLATION,normal
LUK,21,35,TRANSLATION,normal
LUK,21,36,TRANSLATION,normal
LUK,22,1,TRANSLATION,normal
LUK,22,4,TRANSLATION,normal
LUK,22,5,TRANSLATION,normal
LUK,22,6,TRANSLATION,normal
LUK,22,7,TRANSLATION,normal
LUK,22,9,TRANSLATION,normal
LUK,22,10,TRANSLATION,normal
LUK,22,11,TRANSLATION,normal
LUK,22,12,TRANSLATION,normal
LUK,22,16,TRANSLATION,normal
LUK,22,17,TRANSLATION,normal
LUK,22,18,TRANSLATION,normal
LUK,22,21,TRANSLATION,normal
LUK,22,22,TRANSLATION,normal
LUK,22,27,TRANSLATION,normal
LUK,22,28,TRANSLATION,normal
LUK,22,34,TRANSLATION,normal
LUK,22,35,TRANSLATION,normal
LUK,22,36,TRANSLATION,normal
LUK,22,37,TRANSLATION,normal
LUK,22,47,TRANSLATION,normal
LUK,22,48,TRANSLATION,normal
LUK,22,50,TRANSLATION,normal
LUK,22,52,TRANSLATION,normal
LUK,22,56,TRANSLATION,normal
LUK,22,59,TRANSLATION,normal
LUK,22,64,TRANSLATION,normal
LUK,22,67,TRANSLATION,normal
LUK,22,68,TRANSLATION,normal
LUK,22,69,TRANSLATION,normal
LUK,22,70,TRANSLATION,normal
LUK,23,7,TRANSLATION,normal
LUK,23,11,TRANSLATION,normal
LUK,23,17,TRANSLATION,normal
LUK,23,24,TRANSLATION,normal
LUK,23,25,TRANSLATION,normal
LUK,23,27,TRANSLATION,normal
LUK,23,29,TRANSLATION,normal
LUK,23,30,TRANSLATION,normal
LUK,23,32,TRANSLATION,normal
LUK,23,38,TRANSLATION,normal
LUK,23,41,TRANSLATION,normal
LUK,23,43,TRANSLATION,normal
LUK,23,53,TRANSLATION,normal
LUK,24,2,TRANSLATION,normal
LUK,24,3,TRANSLATION,normal
LUK,24,6,TRANSLATION,normal
LUK,24,7,TRANSLATION,normal
LUK,24,11,TRANSLATION,normal
LUK,24,12,TRANSLATION,normal
LUK,24,17,TRANSLATION,normal
LUK,24,19,TRANSLATION,normal
LUK,24,23,TRANSLATION,normal
LUK,24,24,TRANSLATION,normal
LUK,24,28,TRANSLATION,normal
LUK,24,32,TRANSLATION,normal
LUK,24,33,TRANSLATION,normal
LUK,24,35,TRANSLATION,normal
LUK,24,39,TRANSLATION,normal
LUK,24,41,TRANSLATION,normal
LUK,24,42,TRANSLATION,normal
LUK,24,46,TRANSLATION,normal
LUK,24,49,TRANSLATION,normal
LUK,24,51,TRANSLATION,normal
JHN,1,2,TRANSLATION,normal
JHN,1,9,TRANSLATION,normal
JHN,1,14,TRANSLATION,normal
JHN,1,15,TRANSLATION,normal
JHN,1,16,TRANSLATION,normal
JHN,1,18,TRANSLATION,normal
JHN,1,27,TRANSLATION,normal
JHN,1,31,TRANSLATION,normal
JHN,1,34,TRANSLATION,normal
JHN,1,38,TRANSLATION,normal
JHN,1,39,TRANSLATION,normal
JHN,1,41,TRANSLATION,normal
JHN,1,45,TRANSLATION,normal
JHN,1,46,TRANSLATION,normal
JHN,1,48,TRANSLATION,normal
JHN,1,49,TRANSLATION,normal
JHN,1,50,TRANSLATION,normal
JHN,1,51,TRANSLATION,normal
JHN,2,6,TRANSLATION,normal
JHN,2,8,TRANSLATION,normal
JHN,2,9,TRANSLATION,normal
JHN,2,15,TRANSLATION,normal
JHN,2,19,TRANSLATION,normal
JHN,2,20,TRANSLATION,normal
JHN,2,21,TRANSLATION,normal
JHN,2,23,TRANSLATION,normal
JHN,2,24,TRANSLATION,normal
JHN,3,3,TRANSLATION,normal
JHN,3,5,TRANSLATION,normal
JHN,3,17,TRANSLATION,normal
JHN,3,21,TRANSLATION,normal
JHN,3,22,TRANSLATION,normal
JHN,3,26,TRANSLATION,normal
JHN,3,35,TRANSLATION,normal
JHN,3,36,TRANSLATION,normal
JHN,4,1,TRANSLATION,normal
JHN,4,4,TRANSLATION,normal
JHN,4,7,TRANSLATION,normal
JHN,4,10,TRANSLATION,normal
JHN,4,12,TRANSLATION,normal
JHN,4,13,TRANSLATION,normal
JHN,4,14,TRANSLATION,normal
JHN,4,18,TRANSLATION,normal
JHN,4,24,TRANSLATION,normal
JHN,4,25,TRANSLATION,normal
JHN,4,26,TRANSLATION,normal
JHN,4,33,TRANSLATION,normal
JHN,4,39,TRANSLATION,normal
JHN,4,46,TRANSLATION,normal
JHN,4,48,TRANSLATION,normal
JHN,4,49,TRANSLATION,normal
JHN,5,1,TRANSLATION,normal
JHN,5,7,TRANSLATION,normal
JHN,5,10,TRANSLATION,normal
JHN,5,11,TRANSLATION,normal
JHN,5,15,TRANSLATION,normal
JHN,5,21,TRANSLATION,normal
JHN,5,26,TRANSLATION,normal
JHN,5,27,TRANSLATION,normal
JHN,5,29,TRANSLATION,normal
JHN,5,35,TRANSLATION,normal
JHN,6,7,TRANSLATION,normal
JHN,6,8,TRANSLATION,normal
JHN,6,9,TRANSLATION,normal
JHN,6,10,TRANSLATION,normal
JHN,6,21,TRANSLATION,normal
JHN,6,25,TRANSLATION,normal
JHN,6,27,TRANSLATION,normal
JHN,6,44,TRANSLATION,normal
JHN,6,45,TRANSLATION,normal
JHN,6,50,TRANSLATION,normal
JHN,6,52,TRANSLATION,normal
JHN,6,60,TRANSLATION,normal
JHN,6,61,TRANSLATION,normal
JHN,6,62,TRANSLATION,normal
JHN,6,63,TRANSLATION,normal
JHN,6,68,TRANSLATION,normal
JHN,6,71,TRANSLATION,normal
JHN,7,3,TRANSLATION,normal
JHN,7,11,TRANSLATION,normal
JHN,7,20,TRANSLATION,normal
JHN,7,21,TRANSLATION,normal
JHN,7,22,TRANSLATION,normal
JHN,7,24,TRANSLATION,normal
JHN,7,25,TRANSLATION,normal
JHN,7,26,TRANSLATION,normal
JHN,7,30,TRANSLATION,normal
JHN,7,31,TRANSLATION,normal
JHN,7,32,TRANSLATION,normal
JHN,7,35,TRANSLATION,normal
JHN,7,41,TRANSLATION,normal
JHN,7,46,TRANSLATION,normal
JHN,7,47,TRANSLATION,normal
JHN,7,49,TRANSLATION,normal
JHN,8,10,TRANSLATION,normal
JHN,8,11,TRANSLATION,normal
JHN,8,12,TRANSLATION,normal
JHN,8,18,TRANSLATION,normal
JHN,8,20,TRANSLATION,normal
JHN,8,24,TRANSLATION,normal
JHN,8,25,TRANSLATION,normal
JHN,8,27,TRANSLATION,normal
JHN,8,33,TRANSLATION,normal
JHN,8,35,TRANSLATION,normal
JHN,8,39,TRANSLATION,normal
JHN,8,41,TRANSLATION,normal
JHN,8,42,TRANSLATION,normal
JHN,8,44,TRANSLATION,normal
JHN,8,46,TRANSLATION,normal
JHN,8,48,TRANSLATION,normal
JHN,8,52,TRANSLATION,normal
JHN,8,58,TRANSLATION,normal
JHN,9,5,TRANSLATION,normal
JHN,9,10,TRANSLATION,normal
JHN,9,12,TRANSLATION,normal
JHN,9,13,TRANSLATION,normal
JHN,9,15,TRANSLATION,normal
JHN,9,22,TRANSLATION,normal
JHN,9,23,TRANSLATION,normal
JHN,9,24,TRANSLATION,normal
JHN,9,26,TRANSLATION,normal
JHN,9,30,TRANSLATION,normal
JHN,9,35,TRANSLATION,normal
JHN,9,36,TRANSLATION,normal
JHN,9,37,TRANSLATION,normal
JHN,10,3,TRANSLATION,normal
JHN,10,5,TRANSLATION,normal
JHN,10,6,TRANSLATION,normal
JHN,10,16,TRANSLATION,normal
JHN,10,30,TRANSLATION,normal
JHN,10,33,TRANSLATION,normal
JHN,10,35,TRANSLATION,normal
JHN,10,36,TRANSLATION,normal
JHN,10,38,TRANSLATION,normal
JHN,10,41,TRANSLATION,normal
JHN,11,1,TRANSLATION,normal
JHN,11,2,TRANSLATION,normal
JHN,11,3,TRANSLATION,normal
JHN,11,6,TRANSLATION,normal
JHN,11,8,TRANSLATION,normal
JHN,11,9,TRANSLATION,normal
JHN,11,13,TRANSLATION,normal
JHN,11,15,TRANSLATION,normal
JHN,11,19,TRANSLATION,normal
JHN,11,21,TRANSLATION,normal
JHN,11,28,TRANSLATION,normal
JHN,11,30,TRANSLATION,normal
JHN,11,34,TRANSLATION,normal
JHN,11,36,TRANSLATION,normal
JHN,11,39,TRANSLATION,normal
JHN,11,41,TRANSLATION,normal
JHN,11,50,TRANSLATION,normal
JHN,11,51,TRANSLATION,normal
JHN,12,4,TRANSLATION,normal
JHN,12,5,TRANSLATION,normal
JHN,12,8,TRANSLATION,normal
JHN,12,16,TRANSLATION,normal
JHN,12,18,TRANSLATION,normal
JHN,12,19,TRANSLATION,normal
JHN,12,21,TRANSLATION,normal
JHN,12,23,TRANSLATION,normal
JHN,12,33,TRANSLATION,normal
JHN,12,39,TRANSLATION,normal
JHN,12,43,TRANSLATION,normal
JHN,13,2,TRANSLATION,normal
JHN,13,3,TRANSLATION,normal
JHN,13,4,TRANSLATION,normal
JHN,13,6,TRANSLATION,normal
JHN,13,7,TRANSLATION,normal
JHN,13,8,TRANSLATION,normal
JHN,13,10,TRANSLATION,normal
JHN,13,15,TRANSLATION,normal
JHN,13,17,TRANSLATION,normal
JHN,13,18,TRANSLATION,normal
JHN,13,19,TRANSLATION,normal
JHN,13,22,TRANSLATION,normal
JHN,13,24,TRANSLATION,normal
JHN,13,26,TRANSLATION,normal
JHN,13,28,TRANSLATION,normal
JHN,13,29,TRANSLATION,normal
JHN,13,30,TRANSLATION,normal
JHN,13,32,TRANSLATION,normal
JHN,13,33,TRANSLATION,normal
JHN,14,2,TRANSLATION,normal
JHN,14,8,TRANSLATION,normal
JHN,14,11,TRANSLATION,normal
JHN,14,18,TRANSLATION,normal
JHN,14,22,TRANSLATION,normal
JHN,14,23,TRANSLATION,normal
JHN,15,13,TRANSLATION,normal
JHN,15,16,TRANSLATION,normal
JHN,15,18,TRANSLATION,normal
JHN,16,8,TRANSLATION,normal
JHN,16,14,TRANSLATION,normal
JHN,16,15,TRANSLATION,normal
JHN,16,16,TRANSLATION,normal
JHN,16,17,TRANSLATION,normal
JHN,16,18,TRANSLATION,normal
JHN,16,19,TRANSLATION,normal
JHN,16,31,TRANSLATION,normal
JHN,16,33,TRANSLATION,normal
JHN,17,3,TRANSLATION,normal
JHN,17,5,TRANSLATION,normal
JHN,17,7,TRANSLATION,normal
JHN,17,9,TRANSLATION,normal
JHN,17,11,TRANSLATION,normal
JHN,17,13,TRANSLATION,normal
JHN,17,26,TRANSLATION,normal
JHN,18,3,TRANSLATION,normal
JHN,18,4,TRANSLATION,normal
JHN,18,5,TRANSLATION,normal
JHN,18,6,TRANSLATION,normal
JHN,18,8,TRANSLATION,normal
JHN,18,9,TRANSLATION,normal
JHN,18,13,TRANSLATION,normal
JHN,18,17,TRANSLATION,normal
JHN,18,20,TRANSLATION,normal
JHN,18,22,TRANSLATION,normal
JHN,18,25,TRANSLATION,normal
JHN,18,30,TRANSLATION,normal
JHN,18,35,TRANSLATION,normal
JHN,19,5,TRANSLATION,normal
JHN,19,6,TRANSLATION,normal
JHN,19,8,TRANSLATION,normal
JHN,19,13,TRANSLATION,normal
JHN,19,15,TRANSLATION,normal
JHN,19,20,TRANSLATION,normal
JHN,19,24,TRANSLATION,normal
JHN,19,25,TRANSLATION,normal
JHN,19,29,TRANSLATION,normal
JHN,19,30,TRANSLATION,normal
JHN,19,42,TRANSLATION,normal
JHN,20,1,TRANSLATION,normal
JHN,20,3,TRANSLATION,normal
JHN,20,5,TRANSLATION,normal
JHN,20,16,TRANSLATION,normal
JHN,20,18,TRANSLATION,normal
JHN,20,19,TRANSLATION,normal
JHN,20,28,TRANSLATION,normal
JHN,20,29,TRANSLATION,normal
JHN,21,2,TRANSLATION,normal
JHN,21,3,TRANSLATION,normal
JHN,21,5,TRANSLATION,normal
JHN,21,6,TRANSLATION,normal
JHN,21,23,TRANSLATION,normal
ACT,1,1,TRANSLATION,normal
ACT,1,2,TRANSLATION,normal
ACT,1,3,TRANSLATION,normal
ACT,1,7,TRANSLATION,normal
ACT,1,13,TRANSLATION,normal
ACT,1,16,TRANSLATION,normal
ACT,1,18,TRANSLATION,normal
ACT,1,21,TRANSLATION,normal
ACT,1,23,TRANSLATION,normal
ACT,1,24,TRANSLATION,normal
ACT,1,25,TRANSLATION,normal
ACT,2,7,TRANSLATION,normal
ACT,2,10,TRANSLATION,normal
ACT,2,12,TRANSLATION,normal
ACT,2,13,TRANSLATION,normal
ACT,2,17,TRANSLATION,normal
ACT,2,19,TRANSLATION,normal
ACT,2,27,TRANSLATION,normal
ACT,2,28,TRANSLATION,normal
ACT,2,29,TRANSLATION,normal
ACT,2,32,TRANSLATION,normal
ACT,2,36,TRANSLATION,normal
ACT,2,38,TRANSLATION,normal
ACT,2,43,TRANSLATION,normal
ACT,3,4,TRANSLATION,normal
ACT,3,7,TRANSLATION,normal
ACT,3,9,TRANSLATION,normal
ACT,3,15,TRANSLATION,normal
ACT,3,16,TRANSLATION,normal
ACT,3,24,TRANSLATION,normal
ACT,3,26,TRANSLATION,normal
ACT,4,2,TRANSLATION,normal
ACT,4,4,TRANSLATION,normal
ACT,4,9,TRANSLATION,normal
ACT,4,19,TRANSLATION,normal
ACT,4,20,TRANSLATION,normal
ACT,4,22,TRANSLATION,normal
ACT,4,23,TRANSLATION,normal
ACT,4,30,TRANSLATION,normal
ACT,5,1,TRANSLATION,normal
ACT,5,2,TRANSLATION,normal
ACT,5,3,TRANSLATION,normal
ACT,5,4,TRANSLATION,normal
ACT,5,8,TRANSLATION,normal
ACT,5,9,TRANSLATION,normal
ACT,5,15,TRANSLATION,normal
ACT,5,17,TRANSLATION,normal
ACT,5,20,TRANSLATION,normal
ACT,5,21,TRANSLATION,normal
ACT,5,22,TRANSLATION,normal
ACT,5,27,TRANSLATION,normal
ACT,5,28,TRANSLATION,normal
ACT,5,32,TRANSLATION,normal
ACT,5,33,TRANSLATION,normal
ACT,5,36,TRANSLATION,normal
ACT,5,37,TRANSLATION,normal
ACT,5,39,TRANSLATION,normal
ACT,5,40,TRANSLATION,normal
ACT,6,2,TRANSLATION,normal
ACT,6,5,TRANSLATION,normal
ACT,6,7,TRANSLATION,normal
ACT,6,8,TRANSLATION,normal
ACT,6,9,TRANSLATION,normal
ACT,6,10,TRANSLATION,normal
ACT,6,12,TRANSLATION,normal
ACT,6,14,TRANSLATION,normal
ACT,7,1,TRANSLATION,normal
ACT,7,4,TRANSLATION,normal
ACT,7,7,TRANSLATION,normal
ACT,7,14,TRANSLATION,normal
ACT,7,22,TRANSLATION,normal
ACT,7,24,TRANSLATION,normal
ACT,7,25,TRANSLATION,normal
ACT,7,30,TRANSLATION,normal
ACT,7,32,TRANSLATION,normal
ACT,7,36,TRANSLATION,normal
ACT,7,41,TRANSLATION,normal
ACT,7,42,TRANSLATION,normal
ACT,7,43,TRANSLATION,normal
ACT,7,44,TRANSLATION,normal
ACT,7,45,TRANSLATION,normal
ACT,7,46,TRANSLATION,normal
ACT,7,51,TRANSLATION,normal
ACT,7,52,TRANSLATION,normal
ACT,7,58,TRANSLATION,normal
ACT,7,59,TRANSLATION,normal
ACT,8,1,TRANSLATION,normal
ACT,8,2,TRANSLATION,normal
ACT,8,3,TRANSLATION,normal
ACT,8,4,TRANSLATION,normal
ACT,8,6,TRANSLATION,normal
ACT,8,9,TRANSLATION,normal
ACT,8,10,TRANSLATION,normal
ACT,8,11,TRANSLATION,normal
ACT,8,15,TRANSLATION,normal
ACT,8,17,TRANSLATION,normal
ACT,8,19,TRANSLATION,normal
ACT,8,25,TRANSLATION,normal
ACT,8,27,TRANSLATION,normal
ACT,8,29,TRANSLATION,normal
ACT,8,31,TRANSLATION,normal
ACT,8,32,TRANSLATION,normal
ACT,8,33,TRANSLATION,normal
ACT,8,37,TRANSLATION,normal
ACT,8,38,TRANSLATION,normal
ACT,9,1,TRANSLATION,normal
ACT,9,2,TRANSLATION,normal
ACT,9,3,TRANSLATION,normal
ACT,9,7,TRANSLATION,normal
ACT,9,8,TRANSLATION,normal
ACT,9,9,TRANSLATION,normal
ACT,9,14,TRANSLATION,normal
ACT,9,16,TRANSLATION,normal
ACT,9,17,TRANSLATION,normal
ACT,9,19,TRANSLATION,normal
ACT,9,20,TRANSLATION,normal
ACT,9,21,TRANSLATION,normal
ACT,9,22,TRANSLATION,normal
ACT,9,25,TRANSLATION,normal
ACT,9,27,TRANSLATION,normal
ACT,9,28,TRANSLATION,normal
ACT,9,29,TRANSLATION,normal
ACT,9,30,TRANSLATION,normal
ACT,9,32,TRANSLATION,normal
ACT,9,33,TRANSLATION,normal
ACT,9,39,TRANSLATION,normal
ACT,9,43,TRANSLATION,normal
ACT,10,1,TRANSLATION,normal
ACT,10,5,TRANSLATION,normal
ACT,10,7,TRANSLATION,normal
ACT,10,11,TRANSLATION,normal
ACT,10,16,TRANSLATION,normal
ACT,10,18,TRANSLATION,normal
ACT,10,22,TRANSLATION,normal
ACT,10,23,TRANSLATION,normal
ACT,10,30,TRANSLATION,normal
ACT,10,33,TRANSLATION,normal
ACT,10,37,TRANSLATION,normal
ACT,10,39,TRANSLATION,normal
ACT,10,42,TRANSLATION,normal
ACT,10,48,TRANSLATION,normal
ACT,11,3,TRANSLATION,normal
ACT,11,7,TRANSLATION,normal
ACT,11,9,TRANSLATION,normal
ACT,11,10,TRANSLATION,normal
ACT,11,12,TRANSLATION,normal
ACT,11,19,TRANSLATION,normal
ACT,11,21,TRANSLATION,normal
ACT,11,23,TRANSLATION,normal
ACT,11,24,TRANSLATION,normal
ACT,11,26,TRANSLATION,normal
ACT,11,29,TRANSLATION,normal
ACT,11,30,TRANSLATION,normal
ACT,12,2,TRANSLATION,normal
ACT,12,10,TRANSLATION,normal
ACT,12,12,TRANSLATION,normal
ACT,12,13,TRANSLATION,normal
ACT,12,14,TRANSLATION,normal
ACT,12,18,TRANSLATION,normal
ACT,12,19,TRANSLATION,normal
ACT,12,20,TRANSLATION,normal
ACT,12,21,TRANSLATION,normal
ACT,12,25,TRANSLATION,normal
ACT,13,3,TRANSLATION,normal
ACT,13,6,TRANSLATION,normal
ACT,13,7,TRANSLATION,normal
ACT,13,8,TRANSLATION,normal
ACT,13,9,TRANSLATION,normal
ACT,13,11,TRANSLATION,normal
ACT,13,15,TRANSLATION,normal
ACT,13,18,TRANSLATION,normal
ACT,13,20,TRANSLATION,normal
ACT,13,21,TRANSLATION,normal
ACT,13,24,TRANSLATION,normal
ACT,13,27,TRANSLATION,normal
ACT,13,28,TRANSLATION,normal
ACT,13,30,TRANSLATION,normal
ACT,13,33,TRANSLATION,normal
ACT,13,34,TRANSLATION,normal
ACT,13,35,TRANSLATION,normal
ACT,13,36,TRANSLATION,normal
ACT,13,38,TRANSLATION,normal
ACT,13,39,TRANSLATION,normal
ACT,13,41,TRANSLATION,normal
ACT,13,42,TRANSLATION,normal
ACT,13,45,TRANSLATION,normal
ACT,14,1,TRANSLATION,normal
ACT,14,3,TRANSLATION,normal
ACT,14,4,TRANSLATION,normal
ACT,14,5,TRANSLATION,normal
ACT,14,10,TRANSLATION,normal
ACT,14,12,TRANSLATION,normal
ACT,14,13,TRANSLATION,normal
ACT,14,17,TRANSLATION,normal
ACT,14,18,TRANSLATION,normal
ACT,14,19,TRANSLATION,normal
ACT,14,20,TRANSLATION,normal
ACT,14,27,TRANSLATION,normal
ACT,15,8,TRANSLATION,normal
ACT,15,14,TRANSLATION,normal
ACT,15,17,TRANSLATION,normal
ACT,15,21,TRANSLATION,normal
ACT,15,23,TRANSLATION,normal
ACT,15,25,TRANSLATION,normal
ACT,15,27,TRANSLATION,normal
ACT,15,28,TRANSLATION,normal
ACT,15,29,TRANSLATION,normal
ACT,15,32,TRANSLATION,normal
ACT,15,33,TRANSLATION,normal
ACT,15,36,TRANSLATION,normal
ACT,15,37,TRANSLATION,normal
ACT,15,38,TRANSLATION,normal
ACT,15,40,TRANSLATION,normal
ACT,16,2,TRANSLATION,normal
ACT,16,6,TRANSLATION,normal
ACT,16,14,TRANSLATION,normal
ACT,16,15,TRANSLATION,normal
ACT,16,17,TRANSLATION,normal
ACT,16,18,TRANSLATION,normal
ACT,16,20,TRANSLATION,normal
ACT,16,21,TRANSLATION,normal
ACT,16,23,TRANSLATION,normal
ACT,16,24,TRANSLATION,normal
ACT,16,25,TRANSLATION,normal
ACT,16,28,TRANSLATION,normal
ACT,16,33,TRANSLATION,normal
ACT,16,35,TRANSLATION,normal
ACT,16,38,TRANSLATION,normal
ACT,17,10,TRANSLATION,normal
ACT,17,14,TRANSLATION,normal
ACT,17,18,TRANSLATION,normal
ACT,17,20,TRANSLATION,normal
ACT,17,25,TRANSLATION,normal
ACT,17,26,TRANSLATION,normal
ACT,17,27,TRANSLATION,normal
ACT,17,29,TRANSLATION,normal
ACT,17,30,TRANSLATION,normal
ACT,17,31,TRANSLATION,normal
ACT,18,4,TRANSLATION,normal
ACT,18,5,TRANSLATION,normal
ACT,18,7,TRANSLATION,normal
ACT,18,12,TRANSLATION,normal
ACT,18,14,TRANSLATION,normal
ACT,18,15,TRANSLATION,normal
ACT,18,17,TRANSLATION,normal
ACT,18,21,TRANSLATION,normal
ACT,18,26,TRANSLATION,normal
ACT,18,27,TRANSLATION,normal
ACT,18,28,TRANSLATION,normal
ACT,19,1,TRANSLATION,normal
ACT,19,2,TRANSLATION,normal
ACT,19,4,TRANSLATION,normal
ACT,19,5,TRANSLATION,normal
ACT,19,7,TRANSLATION,normal
ACT,19,10,TRANSLATION,normal
ACT,19,11,TRANSLATION,normal
ACT,19,14,TRANSLATION,normal
ACT,19,16,TRANSLATION,normal
ACT,19,18,TRANSLATION,normal
ACT,19,19,TRANSLATION,normal
ACT,19,24,TRANSLATION,normal
ACT,19,27,TRANSLATION,normal
ACT,19,31,TRANSLATION,normal
ACT,19,33,TRANSLATION,normal
ACT,19,35,TRANSLATION,normal
ACT,19,37,TRANSLATION,normal
ACT,19,38,TRANSLATION,normal
ACT,19,40,TRANSLATION,normal
ACT,20,2,TRANSLATION,normal
ACT,20,3,TRANSLATION,normal
ACT,20,4,TRANSLATION,normal
ACT,20,6,TRANSLATION,normal
ACT,20,7,TRANSLATION,normal
ACT,20,8,TRANSLATION,normal
ACT,20,9,TRANSLATION,normal
ACT,20,10,TRANSLATION,normal
ACT,20,12,TRANSLATION,normal
ACT,20,13,TRANSLATION,normal
ACT,20,14,TRANSLATION,normal
ACT,20,17,TRANSLATION,normal
ACT,20,18,TRANSLATION,normal
ACT,20,19,TRANSLATION,normal
ACT,20,23,TRANSLATION,normal
ACT,20,27,TRANSLATION,normal
ACT,20,34,TRANSLATION,normal
ACT,20,36,TRANSLATION,normal
ACT,21,1,TRANSLATION,normal
ACT,21,2,TRANSLATION,normal
ACT,21,4,TRANSLATION,normal
ACT,21,9,TRANSLATION,normal
ACT,21,10,TRANSLATION,normal
ACT,21,11,TRANSLATION,normal
ACT,21,13,TRANSLATION,normal
ACT,21,16,TRANSLATION,normal
ACT,21,20,TRANSLATION,normal
ACT,21,21,TRANSLATION,normal
ACT,21,22,TRANSLATION,normal
ACT,21,23,TRANSLATION,normal
ACT,21,25,TRANSLATION,normal
ACT,21,26,TRANSLATION,normal
ACT,21,29,TRANSLATION,normal
ACT,21,34,TRANSLATION,normal
ACT,21,35,TRANSLATION,normal
ACT,21,38,TRANSLATION,normal
ACT,21,39,TRANSLATION,normal
ACT,22,2,TRANSLATION,normal
ACT,22,5,TRANSLATION,normal
ACT,22,7,TRANSLATION,normal
ACT,22,8,TRANSLATION,normal
ACT,22,11,TRANSLATION,normal
ACT,22,12,TRANSLATION,normal
ACT,22,14,TRANSLATION,normal
ACT,22,16,TRANSLATION,normal
ACT,22,19,TRANSLATION,normal
ACT,22,22,TRANSLATION,normal
ACT,22,24,TRANSLATION,normal
ACT,22,26,TRANSLATION,normal
ACT,22,27,TRANSLATION,normal
ACT,22,28,TRANSLATION,normal
ACT,22,29,TRANSLATION,normal
ACT,23,2,TRANSLATION,normal
ACT,23,4,TRANSLATION,normal
ACT,23,5,TRANSLATION,normal
ACT,23,10,TRANSLATION,normal
ACT,23,13,TRANSLATION,normal
ACT,23,17,TRANSLATION,normal
ACT,23,19,TRANSLATION,normal
ACT,23,20,TRANSLATION,normal
ACT,23,21,TRANSLATION,normal
ACT,23,23,TRANSLATION,normal
ACT,23,25,TRANSLATION,normal
ACT,23,28,TRANSLATION,normal
ACT,23,30,TRANSLATION,normal
ACT,23,32,TRANSLATION,normal
ACT,23,34,TRANSLATION,normal
ACT,24,3,TRANSLATION,normal
ACT,24,4,TRANSLATION,normal
ACT,24,5,TRANSLATION,normal
ACT,24,7,TRANSLATION,normal
ACT,24,10,TRANSLATION,normal
ACT,24,14,TRANSLATION,normal
ACT,24,15,TRANSLATION,normal
ACT,24,16,TRANSLATION,normal
ACT,24,17,TRANSLATION,normal
ACT,24,18,TRANSLATION,normal
ACT,24,21,TRANSLATION,normal
ACT,24,22,TRANSLATION,normal
ACT,24,23,TRANSLATION,normal
ACT,24,25,TRANSLATION,normal
ACT,24,26,TRANSLATION,normal
ACT,25,2,TRANSLATION,normal
ACT,25,3,TRANSLATION,normal
ACT,25,4,TRANSLATION,normal
ACT,25,5,TRANSLATION,normal
ACT,25,11,TRANSLATION,normal
ACT,25,12,TRANSLATION,normal
ACT,25,14,TRANSLATION,normal
ACT,25,15,TRANSLATION,normal
ACT,25,17,TRANSLATION,normal
ACT,25,18,TRANSLATION,normal
ACT,25,20,TRANSLATION,normal
ACT,25,21,TRANSLATION,normal
ACT,25,22,TRANSLATION,normal
ACT,25,25,TRANSLATION,normal
ACT,25,26,TRANSLATION,normal
ACT,26,1,TRANSLATION,normal
ACT,26,3,TRANSLATION,normal
