book,chapter,verse,severity,category,expected_name,observed_name,note
1CH,5,23,red,known_name_variant,Baal-hermón,Baal-Hermón,Observed 'Baal-Hermón'; approved form is 'Baal-hermón'.
1CH,7,29,red,known_name_variant,Beth-sean,Beth-seán,Observed 'Beth-seán'; approved form is 'Beth-sean'.
1CH,1,31,orange,missing_expected_name,Abraham,,Expected approved name 'Abraham' from RV1909 occurrence.
1CH,5,25,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1CH,21,20,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1CH,21,23,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1CH,21,25,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1CH,21,30,orange,missing_expected_name,Moisés,,Expected approved name 'Moisés' from RV1909 occurrence.
1CH,27,28,orange,missing_expected_name,Baal-hanan,,Expected approved name 'Baal-hanan' from RV1909 occurrence.
1KI,12,22,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1KI,16,30,orange,missing_expected_name,Israel,,Expected approved name 'Israel' from RV1909 occurrence.
1KI,22,45,orange,missing_expected_name,Israel,,Expected approved name 'Israel' from RV1909 occurrence.
1KI,22,49,orange,missing_expected_name,Ezion-geber,,Expected approved name 'Ezion-geber' from RV1909 occurrence.
1SA,3,17,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1SA,7,11,orange,missing_expected_name,Beth-car,,Expected approved name 'Beth-car' from RV1909 occurrence.
1SA,14,37,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1SA,24,22,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
2CH,8,17,orange,missing_expected_name,Esion-geber,,Expected approved name 'Esion-geber' from RV1909 occurrence.
2CH,20,36,orange,missing_expected_name,Esion-geber,,Expected approved name 'Esion-geber' from RV1909 occurrence.
2CH,24,27,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
2CH,34,9,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
2SA,2,31,orange,missing_expected_name,Beth-lehem,,Expected approved name 'Beth-lehem' from RV1909 occurrence.
2SA,17,25,orange,missing_expected_name,Israel,,Expected approved name 'Israel' from RV1909 occurrence.
EXO,7,24,orange,missing_expected_name,Egipto,,Expected approved name 'Egipto' from RV1909 occurrence.
EZK,9,3,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
EZK,21,9,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
HOS,12,13,orange,missing_expected_name,Efraín,,Expected approved name 'Efraín' from RV1909 occurrence.
HOS,12,14,orange,missing_expected_name,Egipto,,Expected approved name 'Egipto' from RV1909 occurrence.
HOS,12,14,orange,missing_expected_name,Israel,,Expected approved name 'Israel' from RV1909 occurrence.
HOS,12,14,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
ISA,11,11,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
ISA,19,23,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JDG,14,20,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JER,31,31,orange,missing_expected_name,Jacob,,Expected approved name 'Jacob' from RV1909 occurrence.
JER,51,19,orange,missing_expected_name,Israel,,Expected approved name 'Israel' from RV1909 occurrence.
JOB,39,27,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JOB,39,28,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JOB,39,29,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JOB,39,30,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JOB,40,2,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JOB,40,4,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JOB,40,5,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
JOS,9,14,orange,missing_expected_name,Israel,,Expected approved name 'Israel' from RV1909 occurrence.
JOS,17,16,orange,missing_expected_name,Beth-san,,Expected approved name 'Beth-san' from RV1909 occurrence.
NEH,2,8,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
NUM,13,33,orange,missing_expected_name,Israel,,Expected approved name 'Israel' from RV1909 occurrence.
NUM,24,16,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
NUM,30,15,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
NUM,30,15,orange,missing_expected_name,Moisés,,Expected approved name 'Moisés' from RV1909 occurrence.
NUM,33,35,orange,missing_expected_name,Esion-geber,,Expected approved name 'Esion-geber' from RV1909 occurrence.
NUM,33,36,orange,missing_expected_name,Esion-geber,,Expected approved name 'Esion-geber' from RV1909 occurrence.
PSA,22,30,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
PSA,59,11,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
PSA,60,1,orange,missing_expected_name,Aram-Naharaim,,Expected approved name 'Aram-Naharaim' from RV1909 occurrence.
PSA,79,12,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
PSA,86,3,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
PSA,86,12,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
PSA,90,17,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
PSA,107,11,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
PSA,130,6,orange,missing_expected_name,Jehová,,Expected approved name 'Jehová' from RV1909 occurrence.
1CH,1,50,yellow,unmapped_candidate_name,,Me-zahab,Candidate name has no approved mapping yet.
1CH,2,50,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1CH,2,52,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1CH,2,53,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1CH,3,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,3,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,3,20,yellow,unmapped_candidate_name,,Jusab-hesed,Candidate name has no approved mapping yet.
1CH,4,20,yellow,unmapped_candidate_name,,Ben-Zohet,Candidate name has no approved mapping yet.
1CH,4,31,yellow,unmapped_candidate_name,,Bet-marcabot,Candidate name has no approved mapping yet.
1CH,4,31,yellow,unmapped_candidate_name,,Hazar-susim,Candidate name has no approved mapping yet.
1CH,6,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,6,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,6,32,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,8,28,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,8,32,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,8,33,yellow,unmapped_candidate_name,,Malqui-súa,Candidate name has no approved mapping yet.
1CH,9,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,9,34,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,9,38,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,11,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,11,13,yellow,unmapped_candidate_name,,Pas-damim,Candidate name has no approved mapping yet.
1CH,13,5,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1CH,13,6,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1CH,14,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,14,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,15,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,18,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,19,6,yellow,unmapped_candidate_name,,Aram-maaca,Candidate name has no approved mapping yet.
1CH,19,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,20,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,20,3,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,21,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,21,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,21,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,23,25,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,28,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1CH,29,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,2,11,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,2,36,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,2,38,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,2,41,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,3,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,3,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,4,10,yellow,unmapped_candidate_name,,Ben-hesed,Candidate name has no approved mapping yet.
1KI,4,11,yellow,unmapped_candidate_name,,Ben-abinadab,Candidate name has no approved mapping yet.
1KI,4,13,yellow,unmapped_candidate_name,,Ben-geber,Candidate name has no approved mapping yet.
1KI,8,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,9,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,9,19,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,10,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,10,26,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,10,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,11,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,11,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,11,29,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,11,32,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,11,36,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,11,42,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,12,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,12,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,12,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,12,28,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,14,21,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,14,25,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,15,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,15,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,15,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1KI,22,42,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1SA,6,21,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1SA,7,1,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1SA,7,2,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
1SA,7,11,yellow,unmapped_candidate_name,,Bet-car,Candidate name has no approved mapping yet.
1SA,17,54,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
1SA,30,30,yellow,unmapped_candidate_name,,Bor-Asán,Candidate name has no approved mapping yet.
2CH,1,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,1,4,yellow,unmapped_candidate_name,,Quiriat-jearim,Candidate name has no approved mapping yet.
2CH,1,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,1,14,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,1,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,2,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,2,13,yellow,unmapped_candidate_name,,Huram-abi,Candidate name has no approved mapping yet.
2CH,2,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,3,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,5,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,6,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,8,6,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,9,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,9,25,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,9,27,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,9,30,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,10,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,11,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,11,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,11,14,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,11,16,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,12,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,12,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,12,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,12,7,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,12,9,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,12,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,13,2,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,14,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,15,10,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,17,13,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,19,1,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,19,4,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,19,8,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,20,5,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,20,15,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,20,17,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
2CH,20,18,yellow,unmapped_candidate_name,,Jerusalén,Candidate name has no approved mapping yet.
